number,meal_type,meal_slot,tags,title,ingredients,instructions,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),Water (g)
200297,recipe,,Lunches,Greek Salad with Grilled Shrimp,"['Shrimp', 'Lettuce', 'Cucumber', 'Tomatoes', 'Red onion', 'Kalamata olives', 'Feta cheese', 'Olive oil', 'Lemon juice', 'Red wine vinegar', 'Garlic cloves', 'Dried oregano', 'Salt', 'Black pepper']","{'1': '""Preheat grill to medium-high heat (around 400Â°F).""', '2': '""Peel and devein shrimp', '3': '""In a small bowl', '4': '""Place shrimp in a resealable plastic bag and pour marinade over them. Seal the bag and marinate in the refrigerator for 20-30 minutes.""', '5': '""Meanwhile', '6': '""Thread marinated shrimp onto skewers.""', '7': '""Grill shrimp skewers for 2-3 minutes per side or until pink and opaque.""', '8': '""In a large salad bowl', '9': '""Drizzle the salad with any remaining marinade and toss until well combined.""', '10': '""Top the salad with grilled shrimp skewers.""', '11': '""Serve immediately.""'}",1529.914,93.926,44.52,0,8.389000000000001,107.682,19.756,60.37799999999999,18.654,721.279,285.763,1078.563,159.7,9541.948,15.0,7032.5,3886.348,0.661,0.567,12.871000000000002,1.521,31.751,234.63100000000003,284.526,266.382,596.42,5.984,0,62.83,1.579,25.879,0,337.288,443.924,1461.326,191.684,0,0,1.334,153.19299999999998,1827.321,2849.28,0.0,0.0,0.0,0
200298,recipe,,Lunches,Cobb Salad,"['Chicken breast', 'Lettuce', 'Avocado', 'Hard-boiled eggs', 'Tomatoes', 'Bacon', 'Blue cheese', 'Red wine vinegar', 'Dijon mustard', 'Olive oil', 'Salt', 'Black pepper']","{'1': '""Preheat oven to 400Â°F. Place bacon slices on a baking sheet and bake for 15-20 minutes or until crispy. Remove from oven and let cool.""', '2': '""Season chicken breasts with salt and pepper. Grill over medium-high heat for 6-8 minutes per side or until cooked through. Let rest for a few minutes', '3': '""Peel and dice hard-boiled eggs.""', '4': '""Slice tomatoes into wedges.""', '5': '""Peel', '6': '""Chop lettuce into bite-sized pieces and arrange on a large serving platter.""', '7': '""Arrange sliced grilled chicken', '8': '""In a small bowl', '9': '""Drizzle the dressing over the salad or serve on the side.""', '10': '""Serve immediately.""'}",1816.1,27.183,110.941,0,36.879000000000005,148.75,26.197,87.678,25.211,12.5,28.75,850.9399999999999,257.43,9788.59,127.56,7032.5,5017.57,1.1270000000000002,1.138,13.474,1.526,93.75,520.52,679.27,614.27,122.117,0.3,0,102.55,0.125,25.403,0,430.64,283.565,502.94,198.83,0,0,1.097,27.798,3225.125,1045.29,0.0,0.0,0.0,0
200299,recipe,,Lunches,Waldorf Salad,"['Apples', 'Celery', 'Walnuts', 'Grapes', 'Lettuce', 'Mayonnaise', 'Lemon juice', 'Salt']","{'1': '""Chop the apples', '2': '""Halve the grapes.""', '3': '""Toast the walnuts in a dry skillet over medium heat for 5-7 minutes', '4': '""In a large bowl', '5': '""In a small bowl', '6': '""Pour the dressing over the salad and toss gently until everything is evenly coated.""', '7': '""Chill the salad in the refrigerator for at least 30 minutes before serving.""', '8': '""Serve chilled and enjoy!""'}",1145.399,24.855,79.21600000000001,0,19.03,90.75100000000002,7.938,60.245,18.438,10.0,3.125,733.334,13.218,8748.35,1.875,0.0,4005.788,1.174,0.51,3.687,1.1629999999999998,0.0,282.92600000000004,282.92600000000004,282.92600000000004,114.12,0.0,0,37.786,0.0,21.4,0,365.1060000000001,279.73,511.794,260.616,0,0,2.565,6.428,1995.755,617.011,0.0,0.0,0.0,0
200300,recipe,,Lunches,Caesar Salad,"['Romaine lettuce', 'Croutons', 'Parmesan cheese', 'Chicken breast', 'Olive oil', 'Salt', 'Black pepper', 'Caesar dressing', 'Lemon', 'Garlic cloves']","{'1': '""Preheat oven to 375Â°F. Slice chicken breasts horizontally to make thinner cutlets. Season with salt and black pepper.""', '2': '""Heat olive oil in a skillet over medium-high heat. Cook chicken cutlets for 3-4 minutes per side or until golden brown and cooked through. Remove from skillet and let cool.""', '3': '""Cut the Romaine lettuce into bite-sized pieces and place them in a large salad bowl.""', '4': '""In a small bowl', '5': '""Add croutons and grated Parmesan cheese to the bowl with Romaine lettuce.""', '6': '""Slice the cooked chicken cutlets into strips and add them to the salad bowl.""', '7': '""Pour the prepared Caesar dressing over the salad ingredients.""', '8': '""Toss the salad gently until all ingredients are evenly coated with the dressing.""', '9': '""Serve immediately as an appetizer or as a main course.""'}",2844.77,88.01199999999999,257.004,0,21.479,163.137,36.889,68.868,46.83200000000001,396.375,258.875,1604.125,19.875,16133.54,6.625,0.0,7107.34,2.3269999999999995,2.262,27.851,1.062,295.25,320.17,822.42,618.42,326.611,1.539,0,33.788,1.987,15.225,0,600.782,574.1999999999999,1039.395,220.8,0,0,0.776,148.79199999999997,1754.265,6515.905000000001,0.0,0.0,0.0,0
200301,recipe,,Lunches,Greek Salad,"['Tomatoes', 'Cucumbers', 'Red onion', 'Bell pepper (red or green)', 'Olives', 'Feta cheese', 'Extra virgin olive oil', 'Red wine vinegar', 'Dried oregano', 'Salt', 'Black pepper']","{'1': '""Cut tomatoes into wedges or chunks.""', '2': '""Slice cucumbers into rounds.""', '3': '""Thinly slice red onion.""', '4': '""Cut the bell pepper into strips.""', '5': '""In a large salad bowl', '6': '""Crumble the feta cheese over the salad.""', '7': '""In a small bowl', '8': '""Pour the dressing over the salad ingredients.""', '9': '""Toss the salad gently until all ingredients are evenly coated with the dressing.""', '10': '""Serve immediately as a side dish or add grilled chicken or shrimp to make it a main course.""'}",675.6800000000001,31.116,71.405,0,9.674,31.706,8.219999999999999,17.398,3.29,90.19,15.76,197.995,305.0,2235.455,30.0,14065.0,1191.9,0.742,0.492,7.01,0.71,42.355,93.11,166.0,136.45,186.865,1.361,0,83.512,1.322,5.55,0,44.288,215.46,280.355,89.89,0,0,0.836,19.768,1300.89,2589.77,0.0,0.0,0.0,0
200302,recipe,,Beef Mains,Beef Bourguignon,"['Beef chuck', 'Salt', 'Black pepper', 'Olive oil', 'Onion', 'Carrots', 'Garlic cloves', 'All-purpose flour', 'Red wine', 'Beef broth', 'Tomato paste', 'Fresh thyme', 'Bay leaves', 'Button mushrooms', 'Butter']","{'1': '""Preheat your oven to 325Â°F.""', '2': '""Cut the beef chuck into 1-inch cubes and season with salt and black pepper.""', '3': '""Heat olive oil in a large Dutch oven over medium-high heat.""', '4': '""Add the beef cubes in batches and brown on all sides. Remove and set aside.""', '5': '""Add chopped onions and carrots to the Dutch oven. Cook until softened.""', '6': '""Add minced garlic and cook for another minute.""', '7': '""Sprinkle flour over the vegetables and cook for 1-2 minutes', '8': '""Pour in red wine and beef broth', '9': '""Stir in tomato paste', '10': '""Return the beef cubes to the pot and bring the mixture to a simmer.""', '11': '""Cover the Dutch oven and transfer it to the preheated oven. Cook for 2 hours.""', '12': '""In the meantime', '13': '""After 2 hours', '14': '""Return to the oven and cook for an additional 30 minutes', '15': '""Once done', '16': '""Serve the Beef Bourguignon hot'}",3943.835,407.633,30.734,0,7.245999999999999,244.11400000000003,96.713,119.024,14.588,1447.512,317.579,2364.579,8484.48,20328.980000000003,2.4,2104.84,640.7199999999999,1.466,3.875,64.62100000000001,7.17,0.0,143.739,143.739,143.739,1360.7230000000002,51.102,0,28.076,1.254,9.544,0,67.371,315.387,3238.0,363.895,0,0,1.6740000000000002,451.09,5622.737999999999,6116.444,0.0,0.0,0.0,0
200303,recipe,,Beef Mains,Shepherd's Pie,"['Potatoes', 'Butter', 'Milk', 'Salt', 'Black pepper', 'Olive oil', 'Onion', 'Carrots', 'Garlic cloves', 'Ground lamb or beef', 'All-purpose flour', 'Tomato paste', 'Beef or vegetable broth', 'Frozen peas', 'Corn kernels']","{'1': '""Preheat your oven to 375Â°F.""', '2': '""Peel the potatoes and cut them into chunks. Place them in a pot of salted water and bring to a boil. Cook until tender', '3': '""Drain the potatoes and return them to the pot. Mash them with butter', '4': '""Heat olive oil in a large skillet over medium heat.""', '5': '""Add chopped onions and carrots to the skillet. Cook until softened.""', '6': '""Add minced garlic and cook for another minute.""', '7': '""Add ground lamb or beef to the skillet. Cook until browned.""', '8': '""Sprinkle flour over the meat and vegetables. Cook for 1-2 minutes', '9': '""Stir in tomato paste and beef or vegetable broth. Simmer until thickened', '10': '""Stir in frozen peas and corn kernels. Cook for another 2 minutes.""', '11': '""Transfer the meat mixture to a greased baking dish.""', '12': '""Spread the mashed potatoes evenly over the meat mixture.""', '13': '""Bake in the preheated oven for 25-30 minutes', '14': '""Let the Shepherd\'s Pie cool for a few minutes before serving.""', '15': '""Serve hot and enjoy!""'}",649.2399999999999,2.814,15.002,0,3.668,64.714,29.738,20.421,3.0780000000000003,141.0,446.4,1478.9,4243.139999999999,10271.44,4.8,2103.62,327.55999999999995,0.105,0.097,1.262,0.257,0.0,31.4,31.4,31.4,25.427,0.0,0,20.398000000000003,0.24,4.0200000000000005,0,24.846,66.81,69.82000000000001,20.04,0,0,0.105,1.094,477.49,470.16,0.0,0.0,0.0,0
200304,recipe,,Beef Mains,Beef Wellington,"['Beef tenderloin', 'Salt', 'Black pepper', 'Olive oil', 'Butter', 'Onion', 'Garlic cloves', 'Mushrooms', 'Thyme leaves', 'Puff pastry', 'Prosciutto slices', 'Dijon mustard', 'Egg']","{'1': '""Preheat your oven to 425Â°F.""', '2': '""Season the beef tenderloin with salt and black pepper.""', '3': '""Heat olive oil and butter in a skillet over high heat.""', '4': '""Sear the beef tenderloin on all sides until browned. Remove and let it cool.""', '5': '""In the same skillet', '6': '""Add sliced mushrooms and thyme leaves to the skillet. Cook until the mushrooms release their moisture and it evaporates.""', '7': '""Remove the mushroom mixture from heat and let it cool slightly.""', '8': '""Roll out the puff pastry on a lightly floured surface to a rectangle large enough to wrap the beef tenderloin.""', '9': '""Spread Dijon mustard over the prosciutto slices. Place them over the puff pastry.""', '10': '""Spread the mushroom mixture over the prosciutto.""', '11': '""Place the seared beef tenderloin on top of the mushroom mixture.""', '12': '""Wrap the puff pastry around the beef', '13': '""Beat the egg in a small bowl and brush it over the puff pastry for a golden finish.""', '14': '""Place the Beef Wellington on a baking sheet lined with parchment paper.""', '15': '""Bake in the preheated oven for 40-45 minutes', '16': '""Let the Beef Wellington rest for 10 minutes before slicing and serving.""', '17': '""Serve hot and enjoy!""'}",2349.809,283.55499999999995,11.067,0,2.43,130.32000000000002,48.119,59.145,9.309,905.109,241.344,245.544,0.6,50.64,2.4,0.0,0.84,0.768,5.005999999999999,65.033,7.142,0.0,144.503,144.503,144.503,710.411,41.186,0,5.243,1.027,8.832,0,22.703000000000003,164.81800000000004,2793.975,206.217,0,0,1.762,295.871,4383.370000000001,3506.581,0.0,0.0,0.0,0
200306,recipe,,Beef Mains,Pot au Feu,"['Beef chuck roast', 'Beef marrow bones', 'Salt', 'Black peppercorns', 'Bay leaves', 'Thyme sprigs', 'Onion', 'Carrots', 'Celery stalks', 'Leek', 'Parsley', 'Potatoes']","{'1': '""In a large stockpot', '2': '""Fill the pot with enough water to cover all the ingredients.""', '3': '""Bring the water to a boil over high heat.""', '4': '""Once boiling', '5': '""Meanwhile', '6': '""After 1 hour of simmering', '7': '""Add the prepared vegetables and parsley bundle to the pot.""', '8': '""Continue to simmer the pot au feu', '9': '""While the pot au feu is simmering', '10': '""About 30 minutes before serving', '11': '""Once the beef is tender and the vegetables are cooked to your liking', '12': '""Using a slotted spoon or tongs', '13': '""Slice the beef chuck roast against the grain into thick slices.""', '14': '""Remove the beef marrow bones from the pot and scoop out the marrow to serve alongside the meat.""', '15': '""Serve the pot au feu hot', '16': '""Enjoy your comforting and hearty Pot au Feu!""'}",3161.786,355.663,26.233,0,6.832,183.338,76.921,91.949,10.917,1251.914,95.254,2132.654,8483.88,20215.4,0.0,2.44,624.64,1.358,3.421,50.883,5.916,0.0,128.007,128.007,128.007,1236.645,49.668,0,14.396,1.361,2.699,0,53.98,257.421,2806.952,342.25800000000004,0,0,1.566,404.394,4971.99,5339.308999999999,0.0,0.0,0.0,0
200308,recipe,,Beef Mains,Meat Balls,"['Ground beef', 'Breadcrumbs', 'Milk', 'Egg', 'Parmesan cheese', 'Garlic cloves', 'Fresh parsley', 'Salt', 'Black pepper', 'Olive oil']","{'1': '""Preheat your oven to 375Â°F.""', '2': '""In a large mixing bowl', '3': '""Mix the ingredients together until well combined.""', '4': '""Using your hands', '5': '""Heat olive oil in a skillet over medium-high heat.""', '6': '""Working in batches', '7': '""Transfer the seared meatballs to a baking sheet lined with parchment paper or aluminum foil.""', '8': '""Bake in the preheated oven for 15-20 minutes', '9': '""If serving with sauce', '10': '""Once done', '11': '""Serve hot with your favorite sauce', '12': '""Enjoy your delicious homemade meatballs!""'}",533.52,6.907,29.701,0,1.474,43.042,8.567,23.239,8.608,6.25,14.375,15.0,0.625,5.865,0.0,0.0,28.965,0.282,0.195,2.089,0.1,46.875,20.12,99.495,66.995,6.788,0.15,0,0.48,0.062,7.2,0,28.152,67.35,84.12,12.125,0,0,0.072,12.957,76.74,484.23,0.0,0.0,0.0,0
200309,recipe,,Beef Mains,Beef Stew,"['Stewing beef', 'Salt', 'Black pepper', 'All-purpose flour', 'Olive oil', 'Onion', 'Carrots', 'Celery stalks', 'Garlic cloves', 'Potatoes', 'Beef broth', 'Tomato paste', 'Worcestershire sauce', 'Bay leaves', 'Thyme sprigs', 'Frozen peas']","{'1': '""Preheat your oven to 325Â°F.""', '2': '""Cut the stewing beef into bite-sized pieces and season with salt and black pepper.""', '3': '""Place the all-purpose flour in a shallow dish. Dredge the beef pieces in the flour', '4': '""Heat olive oil in a large Dutch oven over medium-high heat.""', '5': '""Add the floured beef pieces to the Dutch oven in batches. Brown them on all sides', '6': '""Add chopped onions', '7': '""Stir in tomato paste and cook for another 2 minutes.""', '8': '""Return the browned beef to the Dutch oven.""', '9': '""Pour in beef broth and Worcestershire sauce. Stir to combine.""', '10': '""Add bay leaves and thyme sprigs to the Dutch oven.""', '11': '""Bring the mixture to a simmer', '12': '""Transfer the Dutch oven to the preheated oven. Cook for 2 hours.""', '13': '""After 2 hours', '14': '""Return to the oven and cook for an additional 30-45 minutes', '15': '""Once done', '16': '""Stir in frozen peas and let them warm through.""', '17': '""Taste and adjust seasoning if necessary.""', '18': '""Serve the beef stew hot', '19': '""Enjoy your comforting and hearty beef stew!""'}",2475.82,294.435,33.245,0,7.165,127.898,42.738,65.348,7.959,890.0,40.3,2084.3,8484.179999999998,20291.360000000004,0.9,2104.84,654.6999999999999,0.938,2.79,60.601,5.861000000000001,0.0,114.04,114.04,114.04,869.4309999999999,25.9,0,31.736,0.0,9.783,0,58.00099999999999,282.12,2401.88,218.13,0,0,0.985,301.657,4426.21,4357.68,0.0,0.0,0.0,0
200311,recipe,,Beef Mains,Chicken-Fried Steak,"['Cube steak', 'Salt', 'Black pepper', 'All-purpose flour', 'Garlic powder', 'Onion powder', 'Paprika', 'Egg', 'Milk', 'Vegetable oil']","{'1': '""Season both sides of the cube steak with salt and black pepper.""', '2': '""In a shallow dish', '3': '""In another shallow dish', '4': '""Dip each piece of cube steak into the flour mixture', '5': '""Dip the coated cube steak into the egg mixture', '6': '""Dredge the cube steak again in the flour mixture', '7': '""Repeat the process with the remaining cube steaks.""', '8': '""Heat vegetable oil in a large skillet over medium-high heat.""', '9': '""Carefully place the breaded cube steaks in the hot oil', '10': '""Cook the cube steaks for 3-4 minutes on each side', '11': '""Transfer the cooked cube steaks to a paper towel-lined plate to drain any excess oil.""', '12': '""Serve the chicken-fried steak hot', '13': '""Enjoy your delicious chicken-fried steak!""'}",1125.0,0.0,0.0,0,0.0,125.0,17.078,50.394,50.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,0.0,0.0,20.225,0,136.625,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200312,recipe,,Beef Mains,Steak Frites,"['Ribeye steak', 'Salt', 'Black pepper', 'Olive oil', 'Potatoes', 'Garlic cloves', 'Fresh parsley', 'Butter']","{'1': '""Preheat your oven to 425Â°F.""', '2': '""Season both sides of the ribeye steak with salt and black pepper.""', '3': '""Heat olive oil in a skillet over medium-high heat.""', '4': '""Once the oil is hot', '5': '""Sear the steaks for 3-4 minutes on each side', '6': '""Transfer the skillet to the preheated oven and cook the steaks for an additional 5-7 minutes for medium-rare doneness', '7': '""While the steaks are cooking', '8': '""Peel the potatoes and cut them into thin strips or wedges.""', '9': '""Heat vegetable oil in a deep fryer or large pot to 350Â°F.""', '10': '""Carefully add the potato strips to the hot oil in batches', '11': '""Fry the potatoes for about 5-7 minutes', '12': '""Remove the fried potatoes from the oil and drain them on paper towels.""', '13': '""Season the hot fries with salt.""', '14': '""Once the steaks are cooked to your desired doneness', '15': '""While the steaks are resting', '16': '""Mince the garlic cloves and finely chop the fresh parsley.""', '17': '""In a small saucepan', '18': '""Add the minced garlic and chopped parsley to the melted butter. Cook for 1-2 minutes', '19': '""Serve the ribeye steaks hot', '20': '""Serve the steak frites alongside the steaks.""', '21': '""Enjoy your delicious steak frites!""'}",501.42,0.65,1.7,0,0.162,54.683,18.341,25.597,3.612,70.5,223.2,227.4,0.6,50.64,2.4,0.0,0.84,0.013,0.006,0.04,0.07,0.0,1.62,1.62,1.62,7.116,0.0,0,0.48,0.12,6.269,0,10.002,17.400000000000002,15.72,2.1,0,0,0.0199999999999999,0.582,31.14,172.67999999999998,0.0,0.0,0.0,0
200313,recipe,,Beef Mains,Beef Stock,"['Beef bones', 'Onion', 'Carrots', 'Celery stalks', 'Garlic cloves', 'Bay leaves', 'Peppercorns', 'Water']","{'1': '""Preheat your oven to 400Â°F.""', '2': '""Place the beef bones on a baking sheet and roast them in the preheated oven for 45-60 minutes', '3': '""Meanwhile', '4': '""In a large stockpot', '5': '""Pour water over the ingredients in the stockpot', '6': '""Bring the mixture to a boil over high heat.""', '7': '""Once boiling', '8': '""Skim off any foam or impurities that rise to the surface of the stock during simmering.""', '9': '""After 6-8 hours of simmering', '10': '""Carefully strain the stock through a fine-mesh sieve or cheesecloth into another large pot or bowl.""', '11': '""Discard the solids left in the sieve or cheesecloth.""', '12': '""Let the beef stock cool to room temperature', '13': '""Refrigerate the beef stock for up to 5 days or freeze it for longer storage.""', '14': '""Use the homemade beef stock as a base for soups', '15': '""Enjoy your flavorful homemade beef stock!""'}",4721.466000000001,471.451,13.37,0,3.578,298.961,122.115,133.33599999999998,13.329,1560.356,54.431,1073.131,4241.94,10107.94,0.0,1.22,313.16,1.3079999999999998,3.488,99.487,8.838,0.0,150.306,150.306,150.306,1510.79,32.659,0,7.678000000000001,3.629,6.435,0,41.60699999999999,286.928,3299.539,379.014,0,0,1.416,510.541,5294.989999999999,6576.354,0.0,0.0,0.0,0
200314,recipe,,Beef Mains,Braised Oxtail,"['Oxtail', 'Salt', 'Black pepper', 'Olive oil', 'Onion', 'Carrots', 'Celery stalks', 'Garlic cloves', 'Tomato paste', 'Red wine', 'Beef broth', 'Bay leaves', 'Thyme sprigs']","{'1': '""Preheat your oven to 325Â°F.""', '2': '""Season the oxtail pieces with salt and black pepper.""', '3': '""Heat olive oil in a Dutch oven over medium-high heat.""', '4': '""Add the oxtail pieces to the Dutch oven and brown them on all sides. Work in batches if necessary to avoid overcrowding the pot.""', '5': '""Remove the browned oxtail pieces from the Dutch oven and set them aside.""', '6': '""Add chopped onions', '7': '""Stir in tomato paste and cook for another 2 minutes.""', '8': '""Pour in red wine and beef broth', '9': '""Return the oxtail pieces to the Dutch oven.""', '10': '""Add bay leaves and thyme sprigs to the Dutch oven.""', '11': '""Bring the mixture to a simmer', '12': '""Transfer the Dutch oven to the preheated oven. Braise the oxtail for 3-4 hours', '13': '""Once done', '14': '""Discard the bay leaves and thyme sprigs.""', '15': '""Skim off any excess fat from the surface of the sauce.""', '16': '""Serve the braised oxtail hot', '17': '""Enjoy your flavorful and tender braised oxtail!""'}",3563.62,407.804,35.155,0,7.911999999999999,194.023,71.387,89.69200000000001,10.183,1325.448,203.293,1553.9790000000005,5453.030999999999,13491.173,0.0,3546.043,1117.65,1.25,3.785,70.22,6.993,0.0,156.55899999999997,170.16699999999997,170.16699999999997,1303.552,34.745,0,41.29,1.361,10.318,0,179.08599999999998,351.238,3271.068,322.81,0,0,1.614,399.652,5263.81,5741.595,0.0,0.0,0.0,0
200317,recipe,,Beef Mains,Steak au Poivre,"['Steak (such as filet mignon or ribeye)', 'Black peppercorns', 'Salt', 'Butter', 'Olive oil', 'Shallots', 'Garlic cloves', 'Beef broth', 'Heavy cream', 'Brandy']","{'1': '""Crush the black peppercorns using a mortar and pestle or by placing them in a sealed plastic bag and gently pounding them with a rolling pin or mallet.""', '2': '""Season both sides of the steak with salt and coat them evenly with the crushed peppercorns.""', '3': '""In a skillet', '4': '""Once the oil is hot', '5': '""Remove the steaks from the skillet and let them rest on a plate', '6': '""In the same skillet', '7': '""Add minced shallots and garlic cloves to the skillet. Cook until softened and fragrant', '8': '""Pour brandy into the skillet and carefully ignite it with a long match or lighter. Allow the flames to die down naturally.""', '9': '""Once the flames have subsided', '10': '""Cook the sauce', '11': '""Return the steaks to the skillet and spoon the sauce over them.""', '12': '""Cook for another minute or until the steaks are heated through and coated with the sauce.""', '13': '""Transfer the steaks to serving plates and spoon any remaining sauce over the top.""', '14': '""Serve the Steak au Poivre hot', '15': '""Enjoy your delicious and flavorful Steak au Poivre!""'}",768.295,37.0,1.7,0,0.162,51.833,20.762,20.933,2.7960000000000003,181.75,228.2,232.4,0.6,50.64,2.4,0.0,0.84,0.108,0.33,7.287,0.7460000000000001,0.0,9.12,9.12,9.12,112.446,3.238,0,0.48,0.12,3.362,0,8.227,36.0,303.22,24.6,0,0,0.128,38.082,447.24,638.005,0.0,0.0,20.875,0
200318,recipe,,Beef Mains,Meatloaf,"['Ground beef', 'Breadcrumbs', 'Milk', 'Egg', 'Onion', 'Garlic cloves', 'Ketchup', 'Worcestershire sauce', 'Dried thyme', 'Salt', 'Black pepper']","{'1': '""Preheat your oven to 350Â°F.""', '2': '""In a large mixing bowl', '3': '""Mix the ingredients together until well combined. Be careful not to overmix.""', '4': '""Transfer the meat mixture to a greased loaf pan', '5': '""Spread a thin layer of ketchup over the top of the meatloaf for added flavor and moisture', '6': '""Bake the meatloaf in the preheated oven for 1 hour', '7': '""Once done', '8': '""Slice the meatloaf into thick slices and serve hot.""', '9': '""Enjoy your classic and comforting meatloaf!""'}",88.195,1.07,21.496,0,0.35,0.223,0.0139999999999999,0.0099999999999999,0.0409999999999999,0.0,0.15,17.0,0.15,204.19,0.45,7538.75,108.665,0.0279999999999999,0.13,1.041,0.169,0.0,6.945,6.945,6.945,9.603,0.0,0,4.992,0.0,0.929,0,2.127,35.6,34.37,12.2,0,0,0.096,1.095,309.565,789.88,0.0,0.0,0.0,0
200319,recipe,,Beef Mains,Oxtail Stew,"['Oxtails', 'Salt', 'Black pepper', 'All-purpose flour', 'Olive oil', 'Onion', 'Carrots', 'Celery stalks', 'Garlic cloves', 'Tomato paste', 'Red wine', 'Beef broth', 'Bay leaves', 'Thyme sprigs', 'Potatoes', 'Frozen peas']","{'1': '""Preheat your oven to 325Â°F.""', '2': '""Season the oxtails with salt and black pepper.""', '3': '""Dredge the oxtails in all-purpose flour', '4': '""Heat olive oil in a Dutch oven over medium-high heat.""', '5': '""Once the oil is hot', '6': '""Remove the browned oxtails from the Dutch oven and set them aside.""', '7': '""Add chopped onions', '8': '""Stir in tomato paste and cook for another 2 minutes.""', '9': '""Pour red wine into the Dutch oven', '10': '""Return the browned oxtails to the Dutch oven.""', '11': '""Add beef broth', '12': '""Bring the mixture to a simmer', '13': '""Transfer the Dutch oven to the preheated oven. Braise the oxtails for 3-4 hours', '14': '""Meanwhile', '15': '""Once the oxtails are tender', '16': '""Stir in chopped potatoes and frozen peas.""', '17': '""Return the Dutch oven to the oven and cook for an additional 30-45 minutes', '18': '""Once done', '19': '""Discard the bay leaves and thyme sprigs.""', '20': '""Taste and adjust seasoning if necessary.""', '21': '""Serve the oxtail stew hot', '22': '""Enjoy your hearty and comforting oxtail stew!""'}",3559.36,407.606,34.31400000000001,0,7.830999999999999,194.011,71.38400000000001,89.69200000000001,10.175,1325.448,203.293,1553.9790000000005,5453.030999999999,13491.053000000002,0.0,3546.043,1117.23,1.245,3.782,70.19999999999999,6.958,0.0,156.499,170.107,170.107,1302.859,34.745,0,41.05,1.361,10.315,0,179.03499999999997,345.838,3266.508,322.06,0,0,1.605,399.361,5251.84,5734.155,0.0,0.0,0.0,0
200320,recipe,,Beef Mains,Reverse Sear Standing Rib Roast,"['Standing rib roast', 'Salt', 'Black pepper', 'Garlic powder', 'Onion powder', 'Dried thyme', 'Olive oil']","{'1': '""Preheat your oven to 250Â°F.""', '2': '""In a small bowl', '3': '""Remove the standing rib roast from the refrigerator and let it sit at room temperature for about 30-60 minutes.""', '4': '""Pat the roast dry with paper towels', '5': '""Generously season the entire surface of the roast with the prepared seasoning rub', '6': '""Place a meat thermometer into the thickest part of the roast', '7': '""Transfer the roast to a roasting pan with a rack', '8': '""Roast the standing rib roast in the preheated oven for about 3-4 hours', '9': '""Once the roast reaches the desired internal temperature', '10': '""Let the roast rest for about 20-30 minutes. During this time', '11': '""While the roast is resting', '12': '""Once the oven or skillet is hot', '13': '""Transfer the seared roast to a cutting board and let it rest for a few minutes before carving.""', '14': '""Slice the roast against the grain into thick slices.""', '15': '""Serve the reverse sear standing rib roast hot', '16': '""Enjoy your perfectly cooked and flavorful standing rib roast!""'}",270.0,0.0,0.0,0,0.0,30.0,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0
